Siren;Responsable;Adresse;Code_Postal;Ville;NAF;TypeCIL;Portee;Location;Adress generated;Latitude;Longitude;name;description
314750753;ADMR GOUZEAUCOURT;GOUZEAUCOURT  PLACE DE LA MAIRIE ;59231;GOUZEAUCOURT;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;GOUZEAUCOURT  PLACE DE LA MAIRIE  GOUZEAUCOURT;GOUZEAUCOURT  PLACE DE LA MAIRIE  GOUZEAUCOURT;50.054882;3.124089;ADMR GOUZEAUCOURT;SIREN : 314750753 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
337611651;ETUDE MAITRE BEMPEL CHRISTIAN NOTAIRE;5 RUE DE LA CHAUSSEE ;2460;LA FERTE MILON;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;5 RUE DE LA CHAUSSEE  LA FERTE MILON;5 RUE DE LA CHAUSSEE  LA FERTE MILON;49.177115;3.125551;ETUDE MAITRE BEMPEL CHRISTIAN NOTAIRE;SIREN : 337611651 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
379535842;ADMR VEYRE AUZON;PLACE DE L'EGLISE 2 RUE DE L'ANCIENNE ECOLE ;63670;LA ROCHE BLANCHE;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;PLACE DE L'EGLISE 2 RUE DE L'ANCIENNE ECOLE  LA ROCHE BLANCHE;PLACE DE L'EGLISE 2 RUE DE L'ANCIENNE ECOLE  LA ROCHE BLANCHE;45.701113;3.127409;ADMR VEYRE AUZON;SIREN : 379535842 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
348967332;CONTENTIA FRANCE SA;1 RUE DU MOULINEL ;59290;WASQUEHAL;671E Auxiliaires financiers;PROFESSIONNEL;Etendue;1 RUE DU MOULINEL  WASQUEHAL;1 RUE DU MOULINEL  WASQUEHAL;50.675147;3.127552;CONTENTIA FRANCE SA;SIREN : 348967332 | NAF : 671E Auxiliaires financiers | Portée : Etendue
351746094;DIREXI;1, RUE DU MOLINEL ;59290;WASQUEHAL;6622Z Activités auxiliaires d'assurance et de caisses de retraite;PROFESSIONNEL;Etendue;1, RUE DU MOLINEL  WASQUEHAL;1, RUE DU MOLINEL  WASQUEHAL;50.675147;3.127552;DIREXI;SIREN : 351746094 | NAF : 6622Z Activités auxiliaires d'assurance et de caisses de retraite | Portée : Etendue
537934069;CEGELEC SERVICES NORD;1 BIS RUE DU MOLINEL ;59444;WASQUEHAL;4321B Travaux d'installation électrique, plomberie et autres travaux d'installation;PROFESSIONNEL;Etendue;1 BIS RUE DU MOLINEL  WASQUEHAL;1 BIS RUE DU MOLINEL  WASQUEHAL;50.675147;3.127552;CEGELEC SERVICES NORD;SIREN : 537934069 | NAF : 4321B Travaux d'installation électrique, plomberie et autres travaux d'installation | Portée : Etendue
392533451;SCP BRIDOUX KROWICKI SCP STEPHANE BRIDOUX ET GILLES KROWICKI  NOTAIRES;1, RUE HARDY GUILLARD ;77260;LA FERTE SOUS JOUARRE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;1, RUE HARDY GUILLARD  LA FERTE SOUS JOUARRE;1, RUE HARDY GUILLARD  LA FERTE SOUS JOUARRE;48.94634;3.127608;SCP BRIDOUX KROWICKI SCP STEPHANE BRIDOUX ET GILLES KROWICKI  NOTAIRES;SIREN : 392533451 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
392301438;OFFICE NOTARIAL JEAN-PIERRE BERRY;5 RUE DU MARCHE BP 12;34440;NISSAN LEZ ENSERUNE;6910Z Activités juridiques;PROFESSIONNEL;Etendue;5 RUE DU MARCHE BP 12 NISSAN LEZ ENSERUNE;5 RUE DU MARCHE BP 12 NISSAN LEZ ENSERUNE;43.289765;3.12804;OFFICE NOTARIAL JEAN-PIERRE BERRY;SIREN : 392301438 | NAF : 6910Z Activités juridiques | Portée : Etendue
395163918;CATHERINE PIVOT NOTAIRE;32 RUE MICHEL FAUVET ;77260;LA FERTE SOUS JOUARRE;6910Z Activités juridiques;PROFESSIONNEL;Etendue;32 RUE MICHEL FAUVET  LA FERTE SOUS JOUARRE;32 RUE MICHEL FAUVET  LA FERTE SOUS JOUARRE;48.950941;3.128123;CATHERINE PIVOT NOTAIRE;SIREN : 395163918 | NAF : 6910Z Activités juridiques | Portée : Etendue
483529582;OFFICE NOTARIAL MACHET THIERRY;32 RUE DE PROVINS BP 17;77970;JOUY-LE-CHATEL;6910Z Activités juridiques;PROFESSIONNEL;Etendue;32 RUE DE PROVINS BP 17 JOUY-LE-CHATEL;32 RUE DE PROVINS BP 17 JOUY-LE-CHATEL;48.665159;3.128617;OFFICE NOTARIAL MACHET THIERRY;SIREN : 483529582 | NAF : 6910Z Activités juridiques | Portée : Etendue
418577425;SCP NICOLAS BARDIN HUISSIER DE JUSTICE;7 RUE PIERRE MARX ;77260;LA FERTE SOUS JOUARRE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;7 RUE PIERRE MARX  LA FERTE SOUS JOUARRE;7 RUE PIERRE MARX  LA FERTE SOUS JOUARRE;48.949709;3.12864;SCP NICOLAS BARDIN HUISSIER DE JUSTICE;SIREN : 418577425 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
440591741;ADMR ABRI;LA PARDIEU CS 60042 44 RUE JOSEPH DESAYMARD ;63063;CLERMONT FERRAND;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;LA PARDIEU CS 60042 44 RUE JOSEPH DESAYMARD  CLERMONT FERRAND;LA PARDIEU CS 60042 44 RUE JOSEPH DESAYMARD  CLERMONT FERRAND;45.767285;3.130405;ADMR ABRI;SIREN : 440591741 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
317081115;FEDERATION ADMR DU PUY DE DOME;LA PARDIEU CS 60042 44 RUE JOSEPH DESAYMARD ;63063;CLERMONT FERRAND;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;LA PARDIEU CS 60042 44 RUE JOSEPH DESAYMARD  CLERMONT FERRAND;LA PARDIEU CS 60042 44 RUE JOSEPH DESAYMARD  CLERMONT FERRAND;45.767285;3.130405;FEDERATION ADMR DU PUY DE DOME;SIREN : 317081115 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
322669029;ADMR ST PIERRE QUIBERON;3 PL DE LA MARNE ;56510;ST PIERRE QUIBERON;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;3 PL DE LA MARNE  ST PIERRE QUIBERON;3 PL DE LA MARNE  ST PIERRE QUIBERON;47.52073;-3.131391;ADMR ST PIERRE QUIBERON;SIREN : 322669029 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
451901227;SCP GALY - ROY HUISSIERS DE JUSTICE ASSOCIES;41, BOULEVARD DE VALMY ;59650;VILLENEUVE D'ASCQ;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;41, BOULEVARD DE VALMY  VILLENEUVE D'ASCQ;41, BOULEVARD DE VALMY  VILLENEUVE D'ASCQ;50.616421;3.132867;SCP GALY - ROY HUISSIERS DE JUSTICE ASSOCIES;SIREN : 451901227 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
388993073;DIDIER MARECHAL NOTAIRE;9 RUE DU FOUR ;77520;DONNEMARIE-DONTILLY;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;9 RUE DU FOUR  DONNEMARIE-DONTILLY;9 RUE DU FOUR  DONNEMARIE-DONTILLY;48.477863;3.133901;DIDIER MARECHAL NOTAIRE;SIREN : 388993073 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
497961888;SCP SANDRA DI PERSIO NOTAIRE ASSOCIEE;16 BOULEVARD DE LA REPUBLIQUE ;11560;FLEURY D'AUDE;6910Z Activités juridiques;PROFESSIONNEL;Etendue;16 BOULEVARD DE LA REPUBLIQUE  FLEURY D'AUDE;16 BOULEVARD DE LA REPUBLIQUE  FLEURY D'AUDE;43.228797;3.134031;SCP SANDRA DI PERSIO NOTAIRE ASSOCIEE;SIREN : 497961888 | NAF : 6910Z Activités juridiques | Portée : Etendue
317166940;ADMR FRETIN;11 RUE LOUIS CHUFFART ;59273;FRETIN;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;11 RUE LOUIS CHUFFART  FRETIN;11 RUE LOUIS CHUFFART  FRETIN;50.55661;3.139684;ADMR FRETIN;SIREN : 317166940 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
377559646;CITE NUMERIQUE;28 RUE DU GAZ ;59170;CROIX;7420Z Activités photographiques;PROFESSIONNEL;Etendue;28 RUE DU GAZ  CROIX;28 RUE DU GAZ  CROIX;50.674068;3.141238;CITE NUMERIQUE;SIREN : 377559646 | NAF : 7420Z Activités photographiques | Portée : Etendue
535005219;SELARL HELENE DEHAUT-VIEILLARD;197 BIS RUE JEAN JAURES ;59491;VILLENEUVE-D'ASCQ;6910Z Activités juridiques;PROFESSIONNEL;Etendue;197 BIS RUE JEAN JAURES  VILLENEUVE-D'ASCQ;197 BIS RUE JEAN JAURES  VILLENEUVE-D'ASCQ;50.66723;3.141412;SELARL HELENE DEHAUT-VIEILLARD;SIREN : 535005219 | NAF : 6910Z Activités juridiques | Portée : Etendue
433884475;SANTERNE AUVERGNE;26 RUE PIERRE BOULANGER ;63100;CLERMONT FERRAND;4321A Travaux d'installation électrique, plomberie et autres travaux d'installation;PROFESSIONNEL;Etendue;26 RUE PIERRE BOULANGER  CLERMONT FERRAND;26 RUE PIERRE BOULANGER  CLERMONT FERRAND;45.783334;3.141805;SANTERNE AUVERGNE;SIREN : 433884475 | NAF : 4321A Travaux d'installation électrique, plomberie et autres travaux d'installation | Portée : Etendue
432633006;TROKERS SA;243-245 RUE JEAN JAURES ;59650;VILLENEUVE D ASCQ;722C Réalisation de logiciels;PROFESSIONNEL;Etendue;243-245 RUE JEAN JAURES  VILLENEUVE D ASCQ;243-245 RUE JEAN JAURES  VILLENEUVE D ASCQ;50.66974;3.143657;TROKERS SA;SIREN : 432633006 | NAF : 722C Réalisation de logiciels | Portée : Etendue
535227953;JEROME MABILLE DE PONCHEVILLE NOTAIRE;28 RUE DE LA GARE ;59170;CROIX;6910Z Activités juridiques;PROFESSIONNEL;Etendue;28 RUE DE LA GARE  CROIX;28 RUE DE LA GARE  CROIX;50.675504;3.144449;JEROME MABILLE DE PONCHEVILLE NOTAIRE;SIREN : 535227953 | NAF : 6910Z Activités juridiques | Portée : Etendue
482880929;COADIC-GUYENET;4 PLACE DU CHAMP AU ROY BP 90306;22200;GUINGAMP;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;4 PLACE DU CHAMP AU ROY BP 90306 GUINGAMP;4 PLACE DU CHAMP AU ROY BP 90306 GUINGAMP;48.561366;-3.148352;COADIC-GUYENET;SIREN : 482880929 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
475581591;3 SUISSES FRANCE;12, RUE DE LA CENTENAIRE BP 49;59170;CROIX;4791A Commerce de détail hors magasin, éventaires ou marchés;PROFESSIONNEL;Etendue;12, RUE DE LA CENTENAIRE BP 49 59170 CROIX;12, RUE DE LA CENTENAIRE BP 49 59170 CROIX;50.67732;3.148719;3 SUISSES FRANCE;SIREN : 475581591 | NAF : 4791A Commerce de détail hors magasin, éventaires ou marchés | Portée : Etendue
215901638;MAIRIE DE CROIX;187 RUE JEAN JAURES BP 19;59170;CROIX;8411Z Administration générale, économique et sociale;PROFESSIONNEL;Etendue;187 RUE JEAN JAURES BP 19 59170 CROIX;187 RUE JEAN JAURES BP 19 59170 CROIX;50.67732;3.148719;MAIRIE DE CROIX;SIREN : 215901638 | NAF : 8411Z Administration générale, économique et sociale | Portée : Etendue
389655078;3 SUISSES VOYAGES;12, RUE DE LA CENTENAIRE ;59170;CROIX;7911Z Activités des agences de voyage et voyagistes;PROFESSIONNEL;Etendue;12, RUE DE LA CENTENAIRE  CROIX;12, RUE DE LA CENTENAIRE  CROIX;50.672865;3.149442;3 SUISSES VOYAGES;SIREN : 389655078 | NAF : 7911Z Activités des agences de voyage et voyagistes | Portée : Etendue
349807388;3S ASSURANCES;12 RUE DE LA CENTENAIRE ;59170;CROIX;6622Z Activités auxiliaires d'assurance et de caisses de retraite;PROFESSIONNEL;Etendue;12 RUE DE LA CENTENAIRE  CROIX;12 RUE DE LA CENTENAIRE  CROIX;50.672865;3.149442;3S ASSURANCES;SIREN : 349807388 | NAF : 6622Z Activités auxiliaires d'assurance et de caisses de retraite | Portée : Etendue
414883827;3SH;12 RUE DE LA CENTENAIRE ;59170;CROIX;4791A Commerce de détail hors magasin, éventaires ou marchés;PROFESSIONNEL;Etendue;12 RUE DE LA CENTENAIRE  CROIX;12 RUE DE LA CENTENAIRE  CROIX;50.672865;3.149442;3SH;SIREN : 414883827 | NAF : 4791A Commerce de détail hors magasin, éventaires ou marchés | Portée : Etendue
428625032;3SW;12 RUE DE LA CENTENAIRE ;59170;CROIX;526A Commerce de détail hors magasin;PROFESSIONNEL;Etendue;12 RUE DE LA CENTENAIRE  CROIX;12 RUE DE LA CENTENAIRE  CROIX;50.672865;3.149442;3SW;SIREN : 428625032 | NAF : 526A Commerce de détail hors magasin | Portée : Etendue
552019697;CIDAL;12, RUE DE LA CENTENAIRE ;59170;CROIX;4791A Commerce de détail hors magasin, éventaires ou marchés;PROFESSIONNEL;Etendue;12, RUE DE LA CENTENAIRE  CROIX;12, RUE DE LA CENTENAIRE  CROIX;50.672865;3.149442;CIDAL;SIREN : 552019697 | NAF : 4791A Commerce de détail hors magasin, éventaires ou marchés | Portée : Etendue
487600686;MEZZO;12, RUE DE LA CENTENAIRE ;59170;CROIX;748K Services divers fournis principalement aux entreprises;PROFESSIONNEL;Etendue;12, RUE DE LA CENTENAIRE  CROIX;12, RUE DE LA CENTENAIRE  CROIX;50.672865;3.149442;MEZZO;SIREN : 487600686 | NAF : 748K Services divers fournis principalement aux entreprises | Portée : Etendue
789803533;SELARL JULIEN-PIERRE GLERON;4 PLACE DU CHAMP AU ROY BP 90306;22203;GUINGAMP CEDEX;6910Z Activités juridiques;PROFESSIONNEL;Etendue;4 PLACE DU CHAMP AU ROY BP 90306 22203 GUINGAMP CEDEX;4 PLACE DU CHAMP AU ROY 22203 GUINGAMP CEDEX;48.56173;-3.149496;SELARL JULIEN-PIERRE GLERON;SIREN : 789803533 | NAF : 6910Z Activités juridiques | Portée : Etendue
337899918;SCP FRANCOIS DELORME NOTAIRE;2 RUE SADI CARNOT BP 6;2300;BLERANCOURT;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;2 RUE SADI CARNOT BP 6 BLERANCOURT;2 RUE SADI CARNOT BP 6 BLERANCOURT;49.516586;3.151284;SCP FRANCOIS DELORME NOTAIRE;SIREN : 337899918 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
321008013;CIVAD - SERVICE CLIENTELE;22 RUE DE LA BLANCHE PORTE ;59971;TOURCOING CEDEX;4791A Commerce de détail hors magasin, éventaires ou marchés;PROFESSIONNEL;Etendue;22 RUE DE LA BLANCHE PORTE  TOURCOING CEDEX;22 RUE DE LA BLANCHE PORTE  TOURCOING CEDEX;50.717667;3.15225;CIVAD - SERVICE CLIENTELE;SIREN : 321008013 | NAF : 4791A Commerce de détail hors magasin, éventaires ou marchés | Portée : Etendue
342680758;ETUDE DE MAITRE MOREAU CHARLES-EMMANUEL HUISSIER DE JUSTICE;22 PLACE DU CENTRE ;22200;GUINGAMP;6910Z Activités juridiques;PROFESSIONNEL;Etendue;22 PLACE DU CENTRE  GUINGAMP;22 PLACE DU CENTRE  GUINGAMP;48.562412;-3.152352;ETUDE DE MAITRE MOREAU CHARLES-EMMANUEL HUISSIER DE JUSTICE;SIREN : 342680758 | NAF : 6910Z Activités juridiques | Portée : Etendue
428979967;FLORENCE NEUSTADT & STEPHANIE SANVOISIN-LEFEBVRE;2 RUE DE LA JUSTICE ;59650;VILLENEUVE D'ASCQ;Code APE: 741A;PROFESSIONNEL;Etendue;2 RUE DE LA JUSTICE  VILLENEUVE D'ASCQ;2 RUE DE LA JUSTICE  VILLENEUVE D'ASCQ;50.625261;3.153533;FLORENCE NEUSTADT & STEPHANIE SANVOISIN-LEFEBVRE;SIREN : 428979967 | NAF : Code APE: 741A | Portée : Etendue
265901637;CENTRE COMMUNAL D ACTION SOCIALE DE CROIX;2 RUE LEON DEJARDIN ;59170;CROIX;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;2 RUE LEON DEJARDIN  CROIX;2 RUE LEON DEJARDIN  CROIX;50.68172;3.153951;CENTRE COMMUNAL D ACTION SOCIALE DE CROIX;SIREN : 265901637 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
333439487;ETUDE DE MAITRE SOURON JEAN-CLAUDE NOTAIRE;40, AVENUE CARNOT ;56360;LE PALAIS;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;40, AVENUE CARNOT  LE PALAIS;40, AVENUE CARNOT  LE PALAIS;47.344617;-3.155612;ETUDE DE MAITRE SOURON JEAN-CLAUDE NOTAIRE;SIREN : 333439487 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
502138928;ETUDE DE MAITRE AUDE BONNET HUISSIER DE JUSTICE;1 AVENUE DU GENERAL DE GAULLE BP 10425;58004;NEVERS CEDEX;6910Z Activités juridiques;PROFESSIONNEL;Etendue;1 AVENUE DU GENERAL DE GAULLE BP 10425 58004 NEVERS CEDEX;1 AVENUE DU GENERAL DE GAULLE 58004 NEVERS CEDEX;46.988493;3.156299;ETUDE DE MAITRE AUDE BONNET HUISSIER DE JUSTICE;SIREN : 502138928 | NAF : 6910Z Activités juridiques | Portée : Etendue
413629494;SELARL FABRICE LAEVENS ET DAVID LAMBERT;20 PLACE CHARLES ET ALBERT ROUSSEL ;59200;TOURCOING;6910Z Activités juridiques;PROFESSIONNEL;Etendue;20 PLACE CHARLES ET ALBERT ROUSSEL  TOURCOING;20 PLACE CHARLES ET ALBERT ROUSSEL  TOURCOING;50.721592;3.156379;SELARL FABRICE LAEVENS ET DAVID LAMBERT;SIREN : 413629494 | NAF : 6910Z Activités juridiques | Portée : Etendue
316535210;SCP GOARIN-JEGOUREL;RUE NATIONALE BP 1;56410;ERDEVEN;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;RUE NATIONALE BP 1 ERDEVEN;RUE NATIONALE BP 1 ERDEVEN;47.641773;-3.156467;SCP GOARIN-JEGOUREL;SIREN : 316535210 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
428657407;PAQUETTE GLEIZES NOTAIRES ASSOCIES;2 PLACE GENERAL DE GAULLE ;34600;BEDARIEUX;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;2 PLACE GENERAL DE GAULLE  BEDARIEUX;2 PLACE GENERAL DE GAULLE  BEDARIEUX;43.616552;3.157334;PAQUETTE GLEIZES NOTAIRES ASSOCIES;SIREN : 428657407 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
388801649;ADMR MARAUSSAN;120 AV GENERAL BALAMAN BP 25 ;34370;MARAUSSAN;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;120 AV GENERAL BALAMAN BP 25  34370 MARAUSSAN;120 AV GENERAL BALAMAN BP 25  34370 MARAUSSAN;43.368625;3.157423;ADMR MARAUSSAN;SIREN : 388801649 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
381215102;L G W;2 RUE SAINT JUST ;58000;NEVERS;6910Z Activités juridiques;PROFESSIONNEL;Etendue;2 RUE SAINT JUST  NEVERS;2 RUE SAINT JUST  NEVERS;46.990441;3.157775;L G W;SIREN : 381215102 | NAF : 6910Z Activités juridiques | Portée : Etendue
318132000;SCP BILLET KETELS ET HAUDIQUET HUISSIERS DE JUSTICE ASSOCIES;23 RUE CLEMENCEAU ;80200;PERONNE;6910Z Activités juridiques;PROFESSIONNEL;Etendue;23 RUE CLEMENCEAU  PERONNE;23 RUE CLEMENCEAU  PERONNE;50.56406;3.158334;SCP BILLET KETELS ET HAUDIQUET HUISSIERS DE JUSTICE ASSOCIES;SIREN : 318132000 | NAF : 6910Z Activités juridiques | Portée : Etendue
;SCP CHERAMY MARIE;25 AVENUE PIERRRE BEREGOVOY ;58000;NEVERS;;PROFESSIONNEL;Etendue;25 AVENUE PIERRRE BEREGOVOY  NEVERS;25 AVENUE PIERRRE BEREGOVOY  NEVERS;46.990284;3.158361;SCP CHERAMY MARIE;SIREN :  | NAF :  | Portée : Etendue
424520757;ADMR LES HAUTS CANTONS;8 PL AUX FRUITS ;34600;BEDARIEUX;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;8 PL AUX FRUITS  BEDARIEUX;8 PL AUX FRUITS  BEDARIEUX;43.615473;3.158617;ADMR LES HAUTS CANTONS;SIREN : 424520757 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
333896660;OFFICE NOTARIAL PHILIPPE BOUTET;9 RUE DE LA MAIRIE ;56440;LANGUIDIC;6910Z Activités juridiques;PROFESSIONNEL;Etendue;9 RUE DE LA MAIRIE  LANGUIDIC;9 RUE DE LA MAIRIE  LANGUIDIC;47.83396;-3.159214;OFFICE NOTARIAL PHILIPPE BOUTET;SIREN : 333896660 | NAF : 6910Z Activités juridiques | Portée : Etendue
452260599;CHRISTOPHE ROBERT - NOTAIRE;10, RUE VAUBAN BP 407;58004;NEVERS CEDEX;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;10, RUE VAUBAN BP 407 58004 NEVERS CEDEX;10, RUE VAUBAN  58004 NEVERS CEDEX;46.991939;3.159238;CHRISTOPHE ROBERT - NOTAIRE;SIREN : 452260599 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
322088717;ETUDE DE MAITRE SIMONINI MICHELE HUISSIER DE JUSTICE;15 RUE FERDINAND FABRE ;34600;BEDARIEUX;6910Z Activités juridiques;PROFESSIONNEL;Etendue;15 RUE FERDINAND FABRE  BEDARIEUX;15 RUE FERDINAND FABRE  BEDARIEUX;43.61673;3.159297;ETUDE DE MAITRE SIMONINI MICHELE HUISSIER DE JUSTICE;SIREN : 322088717 | NAF : 6910Z Activités juridiques | Portée : Etendue
788376036;CHAMBRE DES NOTAIRES DE LA NIEVRE;3 AVENUE PIERRE BEREGOVOY ;58006;NEVERS;9412Z Activités des organisations économiques, patronales et professionnelles;PROFESSIONNEL;Etendue;3 AVENUE PIERRE BEREGOVOY  NEVERS;3 AVENUE PIERRE BEREGOVOY  NEVERS;46.991529;3.159993;CHAMBRE DES NOTAIRES DE LA NIEVRE;SIREN : 788376036 | NAF : 9412Z Activités des organisations économiques, patronales et professionnelles | Portée : Etendue
393863873;SCP BERNA WARLOP MILLOIS HUISSIERS DE JUSTICE ASSOCIES;6 RUE FAIDHERBE ;59200;TOURCOING;6910Z Activités juridiques;PROFESSIONNEL;Etendue;6 RUE FAIDHERBE  TOURCOING;6 RUE FAIDHERBE  TOURCOING;50.719981;3.160389;SCP BERNA WARLOP MILLOIS HUISSIERS DE JUSTICE ASSOCIES;SIREN : 393863873 | NAF : 6910Z Activités juridiques | Portée : Etendue
482001450;ISI;5 RUE DE L INDUSTRIE ;63800;COURNON D AUVERGNE;3320C Installation de machines et d'équipements industriels;PROFESSIONNEL;Etendue;5 RUE DE L INDUSTRIE  COURNON D AUVERGNE;5 RUE DE L INDUSTRIE  COURNON D AUVERGNE;45.745651;3.161554;ISI;SIREN : 482001450 | NAF : 3320C Installation de machines et d'équipements industriels | Portée : Etendue
345258289;JACQUES ADROVER ET PIERRE YVES HUET NOTAIRES ASSOCIES SCP;55 RUE DE TOURNAI ;59200;TOURCOING;6910Z Activités juridiques;PROFESSIONNEL;Etendue;55 RUE DE TOURNAI  TOURCOING;55 RUE DE TOURNAI  TOURCOING;50.72188;3.161912;JACQUES ADROVER ET PIERRE YVES HUET NOTAIRES ASSOCIES SCP;SIREN : 345258289 | NAF : 6910Z Activités juridiques | Portée : Etendue
334455235;SCP SAFFRE ET DUDANT HUISSIERS DE JUSTICE ASSOCIES;PLACE DE LA RESISTANCE BP 411;59200;TOURCOING;6910Z Activités juridiques;PROFESSIONNEL;Etendue;PLACE DE LA RESISTANCE BP 411 TOURCOING;PLACE DE LA RESISTANCE BP 411 TOURCOING;50.724993;3.16207;SCP SAFFRE ET DUDANT HUISSIERS DE JUSTICE ASSOCIES;SIREN : 334455235 | NAF : 6910Z Activités juridiques | Portée : Etendue
338585219;ETUDE DE MAITRE SPADILIERO CATHERINE HUISSIER DE JUSTICE;31 AVENUE PIERRE BEREGOVOY RESIDENCE LE NIVERNAIS 5;58000;NEVERS;6910Z Activités juridiques;PROFESSIONNEL;Etendue;31 AVENUE PIERRE BEREGOVOY RESIDENCE LE NIVERNAIS 5 NEVERS;31 AVENUE PIERRE BEREGOVOY RESIDENCE LE NIVERNAIS 5 NEVERS;46.990896;3.162845;ETUDE DE MAITRE SPADILIERO CATHERINE HUISSIER DE JUSTICE;SIREN : 338585219 | NAF : 6910Z Activités juridiques | Portée : Etendue
332652254;SCP CALLENS DANARE ET LISON HUISSIERS DE JUSTICE ASSOCIES;4 RUE MIMEREL ;59100;ROUBAIX;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;4 RUE MIMEREL  ROUBAIX;4 RUE MIMEREL  ROUBAIX;50.690862;3.166719;SCP CALLENS DANARE ET LISON HUISSIERS DE JUSTICE ASSOCIES;SIREN : 332652254 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
324165687;ASS ADMR SAINGHIN EN MELANTOIS;465 RUE DU MARECHAL LECLERC ;59262;SAINGHIN EN MELANTOIS;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;465 RUE DU MARECHAL LECLERC  SAINGHIN EN MELANTOIS;465 RUE DU MARECHAL LECLERC  SAINGHIN EN MELANTOIS;50.589638;3.167325;ASS ADMR SAINGHIN EN MELANTOIS;SIREN : 324165687 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
324239029;ADMR TEMPLEUVE;19 RUE DELMER ;59242;TEMPLEUVE;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;19 RUE DELMER  TEMPLEUVE;19 RUE DELMER  TEMPLEUVE;50.528136;3.169878;ADMR TEMPLEUVE;SIREN : 324239029 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
