Siren;Responsable;Adresse;Code_Postal;Ville;NAF;TypeCIL;Portee;Locations;Adress generated;Latitude;Longitude;name;description
330846999;BILGER JACQUES NOTAIRE;5 RUE GAL DE GAULLE ;67118;GEISPOLSHEIM;6910Z Activités juridiques;SALARIE;Etendue;5 RUE GAL DE GAULLE  67118 GEISPOLSHEIM;5 RUE GAL DE GAULLE  67118 GEISPOLSHEIM;48.515097;7.64292;BILGER JACQUES NOTAIRE;SIREN : 330846999 | NAF : 6910Z Activités juridiques |Portée : Etendue
398433896;DAM'AUTO;AVENUE AMPERE CENTRE COMMERCIAL DES LYS;77190;DAMMARIE LES LYS;503B Commerce d'équipements automobiles;SALARIE;Etendue;AVENUE AMPERE CENTRE COMMERCIAL DES LYS 77190 DAMMARIE LES LYS;AVENUE AMPERE CENTRE COMMERCIAL DES LYS 77190 DAMMARIE LES LYS;48.515451;2.634831;DAM'AUTO;SIREN : 398433896 | NAF : 503B Commerce d'équipements automobiles |Portée : Etendue
392811634;DAMMARIE EVASION;AVENUE AMPERE CENTRE COMMERCIAL DES LYS;77190;DAMMARIE LES LYS;633Z Agences de voyage;SALARIE;Etendue;AVENUE AMPERE CENTRE COMMERCIAL DES LYS 77190 DAMMARIE LES LYS;AVENUE AMPERE CENTRE COMMERCIAL DES LYS 77190 DAMMARIE LES LYS;48.515451;2.634831;DAMMARIE EVASION;SIREN : 392811634 | NAF : 633Z Agences de voyage |Portée : Etendue
351044706;PHILIPPE MERLET ET BRUNO PAVY NOTAIRES ASSOCIES;33, BOULEVARD ARISTIDE BRIAND ;77000;MELUN;741A Activités juridiques, comptables et de conseil de gestion;SALARIE;Etendue;33, BOULEVARD ARISTIDE BRIAND  77000 MELUN;33, BOULEVARD ARISTIDE BRIAND  77000 MELUN;48.541361;2.651015;PHILIPPE MERLET ET BRUNO PAVY NOTAIRES ASSOCIES;SIREN : 351044706 | NAF : 741A Activités juridiques, comptables et de conseil de gestion |Portée : Etendue
786150391;TROIS MOULINS HABITAT;60 RUE DES MEUNIERS ;77950;RUBELLES;6820A Location et exploitation de biens immobiliers propres ou loués;SALARIE;Etendue;60 RUE DES MEUNIERS  77950 RUBELLES;60 RUE DES MEUNIERS  77950 RUBELLES;48.553464;2.674328;TROIS MOULINS HABITAT;SIREN : 786150391 | NAF : 6820A Location et exploitation de biens immobiliers propres ou loués |Portée : Etendue
342369980;ODILE HOMMEY-KERLAOUEZO;1 PLACE DE VERDUN ;22200;GUINGAMP;6910Z Activités juridiques;SALARIE;Etendue;1 PLACE DE VERDUN  22200 GUINGAMP;1 PLACE DE VERDUN  22200 GUINGAMP;48.560581;-3.148673;ODILE HOMMEY-KERLAOUEZO;SIREN : 342369980 | NAF : 6910Z Activités juridiques |Portée : Etendue
525014817;SCP MOREAU PASQUET;22 PLACE DU CENTRE ;22200;GUINGAMP;Code APE: 7413;SALARIE;Etendue;22 PLACE DU CENTRE  22200 GUINGAMP;22 PLACE DU CENTRE  22200 GUINGAMP;48.562412;-3.152352;SCP MOREAU PASQUET;SIREN : 525014817 | NAF : Code APE: 7413 |Portée : Etendue
490994167;CAISSE ALSACE DU REGIME SOCIAL DES INDEPENDANTS;6 ALLEE DE L'EURO CS 15011;67035;STRASBOURG;8430A Sécurité sociale obligatoire;SALARIE;Etendue;6 ALLEE DE L'EURO CS 15011 67035 STRASBOURG;6 ALLEE DE L'EURO CS 15011 67035 STRASBOURG;48.573405;7.752111;CAISSE ALSACE DU REGIME SOCIAL DES INDEPENDANTS;SIREN : 490994167 | NAF : 8430A Sécurité sociale obligatoire |Portée : Etendue
754800712;BANQUE CIC EST;31 RUE JEAN WENGER VALENTIN ;67000;STRASBOURG;6419Z Intermédiation monétaire;SALARIE;Etendue;31 RUE JEAN WENGER VALENTIN  67000 STRASBOURG;31 RUE JEAN WENGER VALENTIN  67000 STRASBOURG;48.600052;7.757642;BANQUE CIC EST;SIREN : 754800712 | NAF : 6419Z Intermédiation monétaire |Portée : Etendue
352406748;ACM IARD SA;34 RUE DU WACKEN ;67000;STRASBOURG;6512Z Assurance;SALARIE;Etendue;34 RUE DU WACKEN  67000 STRASBOURG;34 RUE DU WACKEN  67000 STRASBOURG;48.600712;7.757277;ACM IARD SA;SIREN : 352406748 | NAF : 6512Z Assurance |Portée : Etendue
432710135;ACM SERVICES;34 RUE DU WACKEN ;67000;STRASBOURG;4520A Entretien et réparation de véhicules automobiles;SALARIE;Etendue;34 RUE DU WACKEN  67000 STRASBOURG;34 RUE DU WACKEN  67000 STRASBOURG;48.600712;7.757277;ACM SERVICES;SIREN : 432710135 | NAF : 4520A Entretien et réparation de véhicules automobiles |Portée : Etendue
332377597;ACM VIE S.A;34 RUE DU WACKEN ;67000;STRASBOURG;6511Z Assurance;SALARIE;Etendue;34 RUE DU WACKEN  67000 STRASBOURG;34 RUE DU WACKEN  67000 STRASBOURG;48.600712;7.757277;ACM VIE S.A;SIREN : 332377597 | NAF : 6511Z Assurance |Portée : Etendue
379522600;BANQUE DE L'ECONOMIE DU COMMERCE ET DE LA MONETIQUE;34 RUE DU WACKEN ;67000;STRASBOURG;6419Z Intermédiation monétaire;SALARIE;Etendue;34 RUE DU WACKEN  67000 STRASBOURG;34 RUE DU WACKEN  67000 STRASBOURG;48.600712;7.757277;BANQUE DE L'ECONOMIE DU COMMERCE ET DE LA MONETIQUE;SIREN : 379522600 | NAF : 6419Z Intermédiation monétaire |Portée : Etendue
355801929;BANQUE FEDERATIVE DU CREDIT MUTUEL;34 RUE DU WACKEN ;67000;STRASBOURG;6419Z Intermédiation monétaire;SALARIE;Etendue;34 RUE DU WACKEN  67000 STRASBOURG;34 RUE DU WACKEN  67000 STRASBOURG;48.600712;7.757277;BANQUE FEDERATIVE DU CREDIT MUTUEL;SIREN : 355801929 | NAF : 6419Z Intermédiation monétaire |Portée : Etendue
588505354;CAISSE FEDERALE DE CREDIT MUTUEL;34, RUE DU WACKEN ;67913;STRASBOURG;;SALARIE;Etendue;34, RUE DU WACKEN  67913 STRASBOURG;34, RUE DU WACKEN  67913 STRASBOURG;48.600712;7.757277;CAISSE FEDERALE DE CREDIT MUTUEL;SIREN : 588505354 | NAF :  |Portée : Etendue
303263941;FEDERATION DU CREDIT MUTUEL CENTRE EST EUROPE;34 RUE DU WACKEN ;67000;STRASBOURG;9411Z Activités des organisations économiques, patronales et professionnelles;SALARIE;Etendue;34 RUE DU WACKEN  67000 STRASBOURG;34 RUE DU WACKEN  67000 STRASBOURG;48.600712;7.757277;FEDERATION DU CREDIT MUTUEL CENTRE EST EUROPE;SIREN : 303263941 | NAF : 9411Z Activités des organisations économiques, patronales et professionnelles |Portée : Etendue
352475529;GROUPE DES ASSURANCES DU CREDIT MUTUEL;34 RUE DU WACKEN ;67000;STRASBOURG;6430Z Fonds de placement et entités financières similaires;SALARIE;Etendue;34 RUE DU WACKEN  67000 STRASBOURG;34 RUE DU WACKEN  67000 STRASBOURG;48.600712;7.757277;GROUPE DES ASSURANCES DU CREDIT MUTUEL;SIREN : 352475529 | NAF : 6430Z Fonds de placement et entités financières similaires |Portée : Etendue
339943680;GROUPE SOFEMO;34 RUE DU WACKEN ;67000;STRASBOURG;6619B Activités auxiliaires de services financiers, hors assurance et caisses de retraite;SALARIE;Etendue;34 RUE DU WACKEN  67000 STRASBOURG;34 RUE DU WACKEN  67000 STRASBOURG;48.600712;7.757277;GROUPE SOFEMO;SIREN : 339943680 | NAF : 6619B Activités auxiliaires de services financiers, hors assurance et caisses de retraite |Portée : Etendue
353933492;PRO COURTARGE SAS;34 RUE DU WACKEN ;67000;STRASBOURG;6511Z Assurance;SALARIE;Etendue;34 RUE DU WACKEN  67000 STRASBOURG;34 RUE DU WACKEN  67000 STRASBOURG;48.600712;7.757277;PRO COURTARGE SAS;SIREN : 353933492 | NAF : 6511Z Assurance |Portée : Etendue
347569279;SERENIS VIE;34 RUE DU WACKEN ;67000;STRASBOURG;6511Z Assurance;SALARIE;Etendue;34 RUE DU WACKEN  67000 STRASBOURG;34 RUE DU WACKEN  67000 STRASBOURG;48.600712;7.757277;SERENIS VIE;SIREN : 347569279 | NAF : 6511Z Assurance |Portée : Etendue
568501993;STAM-EC;2 RUE DE REUTENBOURG ;67205;OBERHAUSBERGEN;6622Z Activités auxiliaires d'assurance et de caisses de retraite;SALARIE;Etendue;2 RUE DE REUTENBOURG  67205 OBERHAUSBERGEN;2 RUE DE REUTENBOURG  67205 OBERHAUSBERGEN;48.601898;7.703223;STAM-EC;SIREN : 568501993 | NAF : 6622Z Activités auxiliaires d'assurance et de caisses de retraite |Portée : Etendue
440536555;ACM;34 RUE DU WACKEN BP 373 R 10;67000;STRASBOURG;6511Z Assurance;SALARIE;Etendue;34 RUE DU WACKEN BP 373 R 10 67000 STRASBOURG;34 RUE DU WACKEN BP 373 R 10 67000 STRASBOURG;48.601986;7.783522;ACM;SIREN : 440536555 | NAF : 6511Z Assurance |Portée : Etendue
479405102;SDEL IDF INDUSTRIE;5 RUE DU GENERAL LECLERC ;77720;MORMANT;4329B Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue;5 RUE DU GENERAL LECLERC  77720 MORMANT;5 RUE DU GENERAL LECLERC  77720 MORMANT;48.60725;2.889503;SDEL IDF INDUSTRIE;SIREN : 479405102 | NAF : 4329B Travaux d'installation électrique, plomberie et autres travaux d'installation |Portée : Etendue
219104940;MAIRIE DE LE PLESSIS PATE INFORMATIQUE; ;91220;LE PLESSIS PATE;8411Z Administration générale, économique et sociale;SALARIE;Etendue;  91220 LE PLESSIS PATE;91220 LE PLESSIS PATE;48.612129;2.325475;MAIRIE DE LE PLESSIS PATE INFORMATIQUE;SIREN : 219104940 | NAF : 8411Z Administration générale, économique et sociale |Portée : Etendue
516080181;ELECTRO INDUSTRIE SAS;2 RUE BONNOIR ;52115;SAINT DIZIER;4321A Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue;2 RUE BONNOIR  52115 SAINT DIZIER;2 RUE BONNOIR  52115 SAINT DIZIER;48.637692;4.947418;ELECTRO INDUSTRIE SAS;SIREN : 516080181 | NAF : 4321A Travaux d'installation électrique, plomberie et autres travaux d'installation |Portée : Etendue
479713679;LOMINE PIERRE NOTAIRE;89 RUE GEORGES CLEMENCEAU ;35413;SAINT-MALO;6910Z Activités juridiques;SALARIE;Etendue;89 RUE GEORGES CLEMENCEAU  35413 SAINT-MALO;89 RUE GEORGES CLEMENCEAU  35413 SAINT-MALO;48.637964;-2.016572;LOMINE PIERRE NOTAIRE;SIREN : 479713679 | NAF : 6910Z Activités juridiques |Portée : Etendue
414889824;SCHORO ELECTRICITE;5 RUE DE L INDUSTRIE ;67116;REICHSTETT;4321A Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue;5 RUE DE L INDUSTRIE  67116 REICHSTETT;5 RUE DE L INDUSTRIE  67116 REICHSTETT;48.644456;7.761654;SCHORO ELECTRICITE;SIREN : 414889824 | NAF : 4321A Travaux d'installation électrique, plomberie et autres travaux d'installation |Portée : Etendue
515480085;PREVOT-SMETA;ZI TROIS FONTAINES RUE MALGRAS;52115;SAINT DIZIER CEDEX;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;ZI TROIS FONTAINES RUE MALGRAS 52115 SAINT DIZIER CEDEX;RUE MALGRAS 52115 SAINT DIZIER CEDEX;48.651145;4.92924;PREVOT-SMETA;SIREN : 515480085 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
414797050;SDEL LORRAINE SAS;34 RUE DE REMENAUVILLE ;54000;NANCY;4321A Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue;34 RUE DE REMENAUVILLE  54000 NANCY;34 RUE DE REMENAUVILLE  54000 NANCY;48.684638;6.200661;SDEL LORRAINE SAS;SIREN : 414797050 | NAF : 4321A Travaux d'installation électrique, plomberie et autres travaux d'installation |Portée : Etendue
762800357;STE D'AMENAGEMENT FONCIER ET ETS RURAL DE LORRAINE;9 RUE DE LA VOLOGNE BP 1009 ;54521;LAXOU CEDEX;4299Z Construction d'autres ouvrages de génie civil;SALARIE;Etendue;9 RUE DE LA VOLOGNE BP 1009  54521 LAXOU CEDEX;9 RUE DE LA VOLOGNE   54521 LAXOU CEDEX;48.696801;6.136142;STE D'AMENAGEMENT FONCIER ET ETS RURAL DE LORRAINE;SIREN : 762800357 | NAF : 4299Z Construction d'autres ouvrages de génie civil |Portée : Etendue
321525909;JEP;6-10 AVENUE DES FROIDES BOUILLIES ;91420;MORANGIS;4941B Transports routiers de fret et services de déménagement;SALARIE;Etendue;6-10 AVENUE DES FROIDES BOUILLIES  91420 MORANGIS;6-10 AVENUE DES FROIDES BOUILLIES  91420 MORANGIS;48.707293;2.345797;JEP;SIREN : 321525909 | NAF : 4941B Transports routiers de fret et services de déménagement |Portée : Etendue
443971791;GTIE TERTIAIRE;5 ALLEE DES VIGNES ZA DES POUARDS 5 A 7;91160;CHAMPLAN;4321A Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue;5 ALLEE DES VIGNES ZA DES POUARDS 5 A 7 91160 CHAMPLAN;5 ALLEE DES VIGNES ZA DES POUARDS 5 A 7 91160 CHAMPLAN;48.708249;2.277442;GTIE TERTIAIRE;SIREN : 443971791 | NAF : 4321A Travaux d'installation électrique, plomberie et autres travaux d'installation |Portée : Etendue
775576002;LABORATOIRE SOPHARTEX;21 RUE DU PRESSOIR ;28500;VERNOUILLET;244C Industrie pharmaceutique;SALARIE;Etendue;21 RUE DU PRESSOIR  28500 VERNOUILLET;21 RUE DU PRESSOIR  28500 VERNOUILLET;48.722102;1.371635;LABORATOIRE SOPHARTEX;SIREN : 775576002 | NAF : 244C Industrie pharmaceutique |Portée : Etendue
347587370;TRANS77;45, RUE EIFFEL ;77220;GRETZ-ARMAINVILLIERS;4941B Transports routiers de fret et services de déménagement;SALARIE;Générale;45, RUE EIFFEL  77220 GRETZ-ARMAINVILLIERS;45, RUE EIFFEL  77220 GRETZ-ARMAINVILLIERS;48.736552;2.7282;TRANS77;SIREN : 347587370 | NAF : 4941B Transports routiers de fret et services de déménagement |Portée : Générale
412790198;PHIBOR ENTREPRISES;43 45 RUE DE VILLENEUVE PARC D'AFFAIRES SILIC 142 ;94523;RUNGIS CEDEX;4321A Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue;43 45 RUE DE VILLENEUVE PARC D'AFFAIRES SILIC 142  94523 RUNGIS CEDEX;45 RUE DE VILLENEUVE  94523 RUNGIS CEDEX;48.742705;2.353966;PHIBOR ENTREPRISES;SIREN : 412790198 | NAF : 4321A Travaux d'installation électrique, plomberie et autres travaux d'installation |Portée : Etendue
418131546;KROLL ONTRACK SARL;2 IMPASSE DE LA NOISETTE BAT 2 HALL 1;91371;VERRIERES-LE-BUISSON CEDEX 413;6209Z Programmation, conseil et autres activités informatiques;SALARIE;Etendue;2 IMPASSE DE LA NOISETTE BAT 2 HALL 1 91371 VERRIERES-LE-BUISSON CEDEX 413;2 IMPASSE DE LA NOISETTE BAT 2 HALL 1 91371 VERRIERES-LE-BUISSON CEDEX 413;48.749852;2.279727;KROLL ONTRACK SARL;SIREN : 418131546 | NAF : 6209Z Programmation, conseil et autres activités informatiques |Portée : Etendue
432376283;BON VOYAGE;1/3 AVENUE DU BICENTAIRE ;94380;BONNEUIL SUR MARNE;633Z Agences de voyage;SALARIE;Etendue;1/3 AVENUE DU BICENTAIRE  94380 BONNEUIL SUR MARNE;1/3 AVENUE DU BICENTAIRE  94380 BONNEUIL SUR MARNE;48.764444;2.48975;BON VOYAGE;SIREN : 432376283 | NAF : 633Z Agences de voyage |Portée : Etendue
343407987;GENERALE DE MAINTENANCE;7 AVENUE ROGER HENNEQUIN ;78197;TRAPPES CEDEX;7112B Activités d'architecture et d'ingénierie;SALARIE;Etendue;7 AVENUE ROGER HENNEQUIN  78197 TRAPPES CEDEX;7 AVENUE ROGER HENNEQUIN  78197 TRAPPES CEDEX;48.768721;1.996727;GENERALE DE MAINTENANCE;SIREN : 343407987 | NAF : 7112B Activités d'architecture et d'ingénierie |Portée : Etendue
785311150;SCP MILLET ET MONTAZEAUD NOTAIRES;122 AVENUE DU GENERAL LECLERC ;92340;BOURG LA REINE;6910Z Activités juridiques;SALARIE;Etendue;122 AVENUE DU GENERAL LECLERC  92340 BOURG LA REINE;122 AVENUE DU GENERAL LECLERC  92340 BOURG LA REINE;48.777681;2.314392;SCP MILLET ET MONTAZEAUD NOTAIRES;SIREN : 785311150 | NAF : 6910Z Activités juridiques |Portée : Etendue
401141783;FONCIA BROSSOLETTE;49 AVENUE PIERRE BROSSOLETTE ;94000;CRETEIL;703A Activités immobilières pour compte de tiers;SALARIE;Etendue;49 AVENUE PIERRE BROSSOLETTE  94000 CRETEIL;49 AVENUE PIERRE BROSSOLETTE  94000 CRETEIL;48.790322;2.46355;FONCIA BROSSOLETTE;SIREN : 401141783 | NAF : 703A Activités immobilières pour compte de tiers |Portée : Etendue
483826392;ETUDE BOURGEOIS-OLAZABAL;7 RUE MONTEBELLO ;94400;VITRY SUR SEINE;6910Z Activités juridiques;SALARIE;Etendue;7 RUE MONTEBELLO  94400 VITRY SUR SEINE;7 RUE MONTEBELLO  94400 VITRY SUR SEINE;48.79196;2.393498;ETUDE BOURGEOIS-OLAZABAL;SIREN : 483826392 | NAF : 6910Z Activités juridiques |Portée : Etendue
348936386;FENWICK-LINDE;1 RUE DE LATTRE DE TASSIGNY ;78854;ELANCOURT CEDEX;2822Z Fabrication d'autres machines d'usage général;SALARIE;Etendue;1 RUE DE LATTRE DE TASSIGNY  78854 ELANCOURT CEDEX;1 RUE DE LATTRE DE TASSIGNY  78854 ELANCOURT CEDEX;48.79669;1.97599;FENWICK-LINDE;SIREN : 348936386 | NAF : 2822Z Fabrication d'autres machines d'usage général |Portée : Etendue
401854716;BOIS D'ARCY EVASION;11 AVENUE JEAN JAURES ;78390;BOIS D'ARCY;633Z Agences de voyage;SALARIE;Etendue;11 AVENUE JEAN JAURES  78390 BOIS D'ARCY;11 AVENUE JEAN JAURES  78390 BOIS D'ARCY;48.798994;2.038031;BOIS D'ARCY EVASION;SIREN : 401854716 | NAF : 633Z Agences de voyage |Portée : Etendue
388379695;SOCIETE ARCYDIS E LECLERC;11 AVENUE JEAN JAURES ;78390;BOIS D'ARCY;521F Commerce de détail en magasin non spécialisé;SALARIE;Etendue;11 AVENUE JEAN JAURES  78390 BOIS D'ARCY;11 AVENUE JEAN JAURES  78390 BOIS D'ARCY;48.798994;2.038031;SOCIETE ARCYDIS E LECLERC;SIREN : 388379695 | NAF : 521F Commerce de détail en magasin non spécialisé |Portée : Etendue
379061278;SCHIES PHILIPPE NOTAIRES;40 RUE ROGER GIRODIT ;94140;ALFORTVILLE;6910Z Activités juridiques;SALARIE;Etendue;40 RUE ROGER GIRODIT  94140 ALFORTVILLE;40 RUE ROGER GIRODIT  94140 ALFORTVILLE;48.800854;2.425727;SCHIES PHILIPPE NOTAIRES;SIREN : 379061278 | NAF : 6910Z Activités juridiques |Portée : Etendue
512344797;SELARL JEAN-OLIVIER PINTON NOTAIRE;12 AVENUE RASPAIL ;94250;GENTILLY;6910Z Activités juridiques;SALARIE;Etendue;12 AVENUE RASPAIL  94250 GENTILLY;12 AVENUE RASPAIL  94250 GENTILLY;48.815724;2.352796;SELARL JEAN-OLIVIER PINTON NOTAIRE;SIREN : 512344797 | NAF : 6910Z Activités juridiques |Portée : Etendue
433878667;BAYARDWEB SENIOR;18 RUE BARBES ;92128;MONTROUGE CEDEX;5829C édition de logiciels;SALARIE;Etendue;18 RUE BARBES  92128 MONTROUGE CEDEX;18 RUE BARBES  92128 MONTROUGE CEDEX;48.816893;2.327511;BAYARDWEB SENIOR;SIREN : 433878667 | NAF : 5829C édition de logiciels |Portée : Etendue
300747466;ALTEA;139 147 RUE PAUL VAILLANT COUTURIER ;92240;MALAKOFF;8430B Sécurité sociale obligatoire;SALARIE;Etendue;139 147 RUE PAUL VAILLANT COUTURIER  92240 MALAKOFF;139 147 RUE PAUL VAILLANT COUTURIER  92240 MALAKOFF;48.817639;2.291066;ALTEA;SIREN : 300747466 | NAF : 8430B Sécurité sociale obligatoire |Portée : Etendue
329233266;APRI PREVOYANCE;139/147 RUE PAUL VAILLANT COUTURIER ;92240;MALAKOFF;8430B Sécurité sociale obligatoire;SALARIE;Etendue;139/147 RUE PAUL VAILLANT COUTURIER  92240 MALAKOFF;139/147 RUE PAUL VAILLANT COUTURIER  92240 MALAKOFF;48.817639;2.291066;APRI PREVOYANCE;SIREN : 329233266 | NAF : 8430B Sécurité sociale obligatoire |Portée : Etendue
352027213;RADIANCE GROUPE APRI;139/147 RUE PAUL VAILLANT COUTURIER ;92240;MALAKOFF;660G Assurance;SALARIE;Etendue;139/147 RUE PAUL VAILLANT COUTURIER  92240 MALAKOFF;139/147 RUE PAUL VAILLANT COUTURIER  92240 MALAKOFF;48.817639;2.291066;RADIANCE GROUPE APRI;SIREN : 352027213 | NAF : 660G Assurance |Portée : Etendue
339358681;SMAPRI;139 / 147 RUE PAUL VAILLANT COUTURIER ;92246;MALAKOFF CEDEX;6512Z Assurance;SALARIE;Etendue;139 / 147 RUE PAUL VAILLANT COUTURIER  92246 MALAKOFF CEDEX;139 / 147 RUE PAUL VAILLANT COUTURIER  92246 MALAKOFF CEDEX;48.817639;2.291066;SMAPRI;SIREN : 339358681 | NAF : 6512Z Assurance |Portée : Etendue
602003840;G4S TECHNOLOGIE;49 /51 RUE MAURICE ARNOUX ;92120;MONTROUGE;322B Fabrication d'appareils d'émission et de transmission;SALARIE;Etendue;49 /51 RUE MAURICE ARNOUX  92120 MONTROUGE;49 /51 RUE MAURICE ARNOUX  92120 MONTROUGE;48.818893;2.312521;G4S TECHNOLOGIE;SIREN : 602003840 | NAF : 322B Fabrication d'appareils d'émission et de transmission |Portée : Etendue
582022091;NESTLE WATERS FRANCE;12 BLD GARIBALDI ;92130;ISSY LES MOULINEAUX;6920Z Activités comptables;SALARIE;Etendue;12 BLD GARIBALDI  92130 ISSY LES MOULINEAUX;12 BLD GARIBALDI  92130 ISSY LES MOULINEAUX;48.823342;2.262128;NESTLE WATERS FRANCE;SIREN : 582022091 | NAF : 6920Z Activités comptables |Portée : Etendue
775685340;LA MUTUELLE GENERALE;6 RUE VANDREZANNE ;75013;PARIS;6512Z Assurance;SALARIE;Etendue;6 RUE VANDREZANNE  75013 PARIS;6 RUE VANDREZANNE  75013 PARIS;48.828236;2.356162;LA MUTUELLE GENERALE;SIREN : 775685340 | NAF : 6512Z Assurance |Portée : Etendue
442488995;MG SERVICES;6 RUE VANDREZANNE ;75634;PARIS CEDEX 13;660G Assurance;SALARIE;Etendue;6 RUE VANDREZANNE  75634 PARIS CEDEX 13;6 RUE VANDREZANNE  75634 PARIS CEDEX 13;48.828236;2.356162;MG SERVICES;SIREN : 442488995 | NAF : 660G Assurance |Portée : Etendue
442489084;MG UNION;6 RUE VANDREZANNE ;75634;PARIS CEDEX 13;660G Assurance;SALARIE;Etendue;6 RUE VANDREZANNE  75634 PARIS CEDEX 13;6 RUE VANDREZANNE  75634 PARIS CEDEX 13;48.828236;2.356162;MG UNION;SIREN : 442489084 | NAF : 660G Assurance |Portée : Etendue
780129987;RENAULT SAS;13-15 QUAI ALPHONSE LE GALLO ;92513;BOULOGNE BILLANCOURT CEDEX;2910Z Construction de véhicules automobiles;SALARIE;Etendue;13-15 QUAI ALPHONSE LE GALLO  92513 BOULOGNE BILLANCOURT CEDEX;13-15 QUAI ALPHONSE LE GALLO  92513 BOULOGNE BILLANCOURT CEDEX;48.831954;2.227701;RENAULT SAS;SIREN : 780129987 | NAF : 2910Z Construction de véhicules automobiles |Portée : Etendue
484835103;EUROTOLL;30 BOULEVARD GALLIENI ;92130;ISSY LES MOULINEAUX;5221Z Services auxiliaires des transports;SALARIE;Etendue;30 BOULEVARD GALLIENI  92130 ISSY LES MOULINEAUX;30 BOULEVARD GALLIENI  92130 ISSY LES MOULINEAUX;48.832344;2.266948;EUROTOLL;SIREN : 484835103 | NAF : 5221Z Services auxiliaires des transports |Portée : Etendue
632050019;SANEF;30 BOULEVARD GALLIENI ;92130;ISSY LES MOULINEAUX;5221Z Services auxiliaires des transports;SALARIE;Etendue;30 BOULEVARD GALLIENI  92130 ISSY LES MOULINEAUX;30 BOULEVARD GALLIENI  92130 ISSY LES MOULINEAUX;48.832344;2.266948;SANEF;SIREN : 632050019 | NAF : 5221Z Services auxiliaires des transports |Portée : Etendue
512345539;SANEF AQUITAINE;30, BOULEVARD GALLIENI ;92130;ISSY LES MOULINEAUX;5221Z Services auxiliaires des transports;SALARIE;Etendue;30, BOULEVARD GALLIENI  92130 ISSY LES MOULINEAUX;30, BOULEVARD GALLIENI  92130 ISSY LES MOULINEAUX;48.832344;2.266948;SANEF AQUITAINE;SIREN : 512345539 | NAF : 5221Z Services auxiliaires des transports |Portée : Etendue
632054029;SOCIETE DES AUTOROUTES PARIS-NORMANDIE;30 BOULEVARD GALLIENI ;92130;ISSY LES MOULINEAUX;;SALARIE;Etendue;30 BOULEVARD GALLIENI  92130 ISSY LES MOULINEAUX;30 BOULEVARD GALLIENI  92130 ISSY LES MOULINEAUX;48.832344;2.266948;SOCIETE DES AUTOROUTES PARIS-NORMANDIE;SIREN : 632054029 | NAF :  |Portée : Etendue
528217342;PLATEAU DE VEILLE TELEASSISTANCE A LA PERSONNE DIRECTOIRE; ;94360;BRY SUR MARNE;8020Z Activités liées aux systèmes de sécurité;SALARIE;Etendue;  94360 BRY SUR MARNE;94360 BRY SUR MARNE;48.834913;2.523649;PLATEAU DE VEILLE TELEASSISTANCE A LA PERSONNE DIRECTOIRE;SIREN : 528217342 | NAF : 8020Z Activités liées aux systèmes de sécurité |Portée : Etendue
440297919;SAFRAN CONSULTING;2 BOULEVARD DU GENERAL MARTIAL VALIN ;75724;PARIS CEDEX 15;7022Z Conseil de gestion;SALARIE;Etendue;2 BOULEVARD DU GENERAL MARTIAL VALIN  75724 PARIS CEDEX 15;2 BOULEVARD DU GENERAL MARTIAL VALIN  75724 PARIS CEDEX 15;48.836874;2.269416;SAFRAN CONSULTING;SIREN : 440297919 | NAF : 7022Z Conseil de gestion |Portée : Etendue
348937012;STILL SAS;6 BD MICHAEL FARADAY ;77716;SERRIS CEDEX 4;2822Z Fabrication d'autres machines d'usage général;SALARIE;Etendue;6 BD MICHAEL FARADAY  77716 SERRIS CEDEX 4;6 BD MICHAEL FARADAY  77716 SERRIS CEDEX 4;48.838267;2.791603;STILL SAS;SIREN : 348937012 | NAF : 2822Z Fabrication d'autres machines d'usage général |Portée : Etendue
319714176;CHAMBRE DES NOTAIRES DES HAUTS DE SEINE;9 RUE DE L'ANCIENNE MAIRIE ;92100;BOULOGNE BILLANCOURT;9412Z Activités des organisations économiques, patronales et professionnelles;SALARIE;Etendue;9 RUE DE L'ANCIENNE MAIRIE  92100 BOULOGNE BILLANCOURT;9 RUE DE L'ANCIENNE MAIRIE  92100 BOULOGNE BILLANCOURT;48.84059;2.234408;CHAMBRE DES NOTAIRES DES HAUTS DE SEINE;SIREN : 319714176 | NAF : 9412Z Activités des organisations économiques, patronales et professionnelles |Portée : Etendue
351970595;URSA FRANCE SAS;35 GRANDE ALLEE DU 12/02/1934 ;77186;NOISIEL;268C Fabrication de produits minéraux divers;SALARIE;Générale;35 GRANDE ALLEE DU 12/02/1934  77186 NOISIEL;35 GRANDE ALLEE DU 12/02/1934  77186 NOISIEL;48.842695;2.621272;URSA FRANCE SAS;SIREN : 351970595 | NAF : 268C Fabrication de produits minéraux divers |Portée : Générale
